date,description,south_rating,kaanapali_rating,northwest_rating
"Friday, January 13 2023","Northwest (Napili, Kapalua, Honolua)

« Extremely dangerous ocean conditions!
¢ Powerful waves, currents & undertow

e Sunny with light winds. Go south to play

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Smaller waves near south face of Black Rock
e Waves are powerful & currents still strong

¢ Beautiful sunny skies & light winds

South Shore (olowatu, Kihei, Wailea, Makena)

¢ Kamaole Beach #1 has smallest waves

« Waves/currents still powerful. May calm later
¢ Sunshine & light winds for most of the day",4.0,3.5,
"Friday, January 06 2023","Northwest (Napili, Kapalua, Honolua)

¢ Small area inside Kapalua Bay has smaller waves
¢ Mostly sunny, strong northeast winds

e Powerful currents & waves in the NW zone

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Black Rock & Kahekili are looking great

¢ Sunny skies with light winds expected

¢ Waves in areas will likely get bigger later

South Shore (oiowatu, Kihei, Wailea, Makena)

e Kamaole Beach 1, 2, 3 & Mile Marker 14 are best
¢ Sunny, light winds early. Stronger wings later
e Waves are expected to pick up today",6.0,7.0,2.5
"Sunday, January 22 2023","Northwest (Napili, Kapalua, Honolua)

« Extremely dangerous ocean conditions!
« Powerful waves, currents & undertow

e Sunny with increasing afternoon clouds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Dangerous waves & currents expected soon
¢ High surf advisory. Rapidly rising waves

« Sunshine & light winds. Maybe clouds later

South Shore (oiowatu, Kihei, Wailea, Makena)

e Mile Marker 14 is calm early this morning

e Waves & currents are picking up today

e Sunny with an increased chance of PM clouds",4.0,1.5,
"Monday, Januray 30 2023","Northwest (Napili, Kapalua, Honolua)
° Powerful waves, currents &undertow

* Stormy wiht rain runoff & brown water
* Cloudy with heavy rain likely at times

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ South face Black Rock offering calm area
¢ Strong currents out near/past rock tip

¢ Mostly cloudy. Heavy rain squalls at times

Southside (Olowalu, Kihei, Wailea Makena)
e Rain runoff & brown water. Powerful waves
¢ The water is still too polluted & rough
¢ Passing rain & cloudy skies expected all day",0.0,4.5,0.0
"Tuesday, Januray 17 2023","Northwest (Napili, Kapalua, Honolua)

e Kapalua Bay has the calmest water

¢ Powerful waves & strong currents at times

e Sunny with light winds. Clouds could form later

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Kahekili & Black Rock are looking great!

¢ Elevated waves at times in areas to avoid

¢ Sunny with light winds expected all day

Southside (olowatu, Kihei, Wailea Makena)

e Smallest waves-Mile Marker 14 & south Kam 1
e Waves are just still too big at most spots

e Sunshine & light winds likely all day",4.0,75,3.5
"Monday, Januray 23 2023","Northwest (Napili, Kapalua, Honolua)

¢ Super dangerous waves & currents!

¢ Best to stay out of the water in this Zone!
¢ Sunny then passing clouds. Northeast winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Mile Marker 14 is best chance for snorkeling
¢ Waves & currents are powerful

¢ Sunny skies & favorable winds expected

Southside (olowatu, Kihei, Wailea Makena)

e Mile Marker 14 has best potential today
e Super dangeroud waves throughout

e Sunny skies. Increasing afternoon winds",1.0,3.0,0.0
"Sunday, January 15 2023","Northwest (Napili, Kapalua, Honolua)

¢ Calmest inside Kapalua Bay - Strong currents
e Waves & currents still strong at most spots

e Breezy winds, partly sunny, isolated showers

Ka'anapali (Black Rock, Kahekili-Airport Beach)

¢ Black Rock & Kahekili are the calmest on Maui
¢ Still some waves in areas to take care & avoid
« Sunshine expected for most of the day

South Shore (olowatu, Kihei, Wailea, Makena)

e Mile Marker 14 & Kamaole Beach #1 are best
e Waves are powerful in Makena & Wailea

¢ Mostly sunny & light wind - increasing wind",4.5,75,3.5
"Tuesday, Januray 3 2023","Northwest (Napili, Kapalua, Honolua)

¢ Inside Kapalua Bay has slightly smaller waves
e Waves, currents & undertow are powerful

e Mostly sunny, isolated showers & breezy

Ka'anapali (Black Rock, Kahekili-Airport Beach)

¢ Kahekili & Black Rock looking really good

¢ Still some waves in areas of the shoreline

e Mostly sunny. Winds may affect Kahekili later

Southside (olowatu, Kihei, Wailea Makena)

e Mile Marker 14, Kam # 1 are fairly calm

e Waves aren't huge but still affect elsewhere
e Sunny skies & light wind this morning",5.5,75,2.0
"Monday, January 2 2023","Northwest (Napili, Kapalua, Honolua)

¢ Powerful waves. Kapalua Bay slightly smaller
* Strong currents. Waves keep getting bigger
¢ Mostly sunny. Isolated showers this morning

Ka'anapali (Black Rock, Kahekili-Airport Beach)
* South face Black Rock & Kahekili are great
* Occasional waves to be cautious of & avoid
¢ Sunshine & favorable east wind expected

South Shore (olowatu, kinei, Wailea, Makena)

e Kamaole #1 & Mile Marker 14 are calmest

e Waves are still just too big in Makena/Wailea
e Sunny beach day. Increasing afternoon wind",4.0,7.0,1.5
"Friday, January 20 2023","Northwest (Napili, Kapalua, Honolua)

¢ The inside of Kapalua Bay has smallest waves
« Powerful waves & very strong currents

¢ Sunny, light winds early. Increasing PM clouds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Black Rock & Kahekili are super clear & nice
¢ Waves could pick up a bit later in the day
e Sunshine & light winds. Maybe PM clouds

South Shore (olowatu, Kihei, Wailea, Makena)

e Mile marker 14 & sotuh end Kam#1 calmest

e Waves & currents still strong at most spots
e Sunny. Increasing clouds possible later",9.9,8.5,3.0
"Wednesday, January 11 2023","Northwest (Napili, Kapalua, Honolua)

e High Surf Advisory Issued

« Dangerous ocean conditions & strong waves
¢ Snorkeling is not advised here today

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ South face of Black Rock OK in AM

¢ Mostly sunny, isolated showers, windy

« Small waves in AM, bigger waves in PM

South Shore (oiowatu, Kihei, Wailea, Makena)
e Prominent waves & shorebreak throughout
e Light to moderate winds and sunny skies

e Northern swell creating strong waves",3.5,5.0,
"Saturday, January 07 2023","Northwest (Napili, Kapalua, Honolua)

e Looking good inside Kapalua Bay & Honolua
e Mostly sunny, isolated showers. Breezy

¢ Still elevated waves in some areas

Ka'anapali (Black Rock, Kahekili-Airport Beach)

¢ Kahekili & Black Rock are both excellent

¢ Sunny with favorable winds likely all day

e Waves may pick up a little bit but not too big

South Shore (olowatu, Kihei, Wailea, Makena)

¢ MM-14, Kamaole Beaches & Ulua looking good
¢ Sunny with light winds this morning

e Waves up a bit in Makena & may get bigger",6.5,8.5,6.0
"Thursday, January 12 2023","Northwest (Napili, Kapalua, Honolua)

e High Surf Advisory Issued

« Dangerous ocean conditions & strong waves
¢ Snorkeling is not advised here today

Ka'anapali (Black Rock, Kahekili-Airport Beach)
e High Surf Advisory Issued

¢ Mostly sunny with light winds

« Strong shorebreak & rough conditions

South Shore (clowatu, kine, Wailea, Makena)
¢ High Surf Advisory Issued

e Light winds and sunny skies

« Dangerous waves present across the zone",2.5,3.0,
"Sunday, January 08 2023","Northwest (Napili, Kapalua, Honolua)

¢ Kapalua Bay & Honolua are mostly calm

¢ Be aware-Waves will likely get bigger today
e Partly to mostly sunny. Breezy winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Black Rock & Kahekili are both super clear
e Winds & waves could still pick up later

¢ Looks like sunshine & light winds again

South Shore (olowatu, Kihei, Wailea, Makena)

¢ MM-14, the Kamaole & Ulua beaches are best
e Small south swell causing occasional waves

e Sunny, light winds may pick up later",7.0,8.5,6.5
"Thursday, January 19 2023","Northwest (Napili, Kapalua, Honolua)
¢ Kapalua Bay has the calmest water
e Light winds and mostly sunny skies
e Waves, current & undertow still present

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Kahekili and Black Rock look great

e Sunshine with calm winds

¢ Scatter showers in AM and Haze

South Shore (olowatu, Kihei, Wailea, Makena)

e Ulua Beach has areas of calm water

« Scattered showers in the PM. Mostly cloudy
e Waves and haze present across the zone",4.5,8.0,4.0
"Friday, January 27 2023","Northwest (Napili, Kapalua, Honolua)

e Stormy & dangerous ocean conditions

¢ Brown water, powerful currents & waves
e It’s best to stay out of the water today

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Stormy & hazardous ocean conditions

¢ Black Rock could calm but may be polluted

e Heavy rain expected off & on. Strong winds

South Shore (olowatu, Kihei, Wailea, Makena)
e Stormy & hazardous with brown water

e Strong currents & waves. Polluted water
e Rain is likely all day with strong winds",1.0,4.0,
"Monday, Januray 9 2023","Northwest (Napili, Kapalua, Honolua)

¢ Inside Kapalua Bay has smallest waves
* Currents are strong. Waves getting bigger!
* Mostly sunny. Strong afternoon winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)

* Kahekili & Black Rock amazing & clear

* Slightly wavey. Wind may affect Kahekili later
¢ Sunny skies & light winds for most of the day

Southside (Olowalu, Kihei, Wailea Makena)

* Kam 1,2,3, Ulua & Makena Landing look great
° Waves still elevated in areas of the beaches
* Sunny. Wind may get too strong this PM",7.0,8.0,3.5
"Friday, February 17 2023","Northwest (Napili, Kapalua, Honolua)

¢ Powerful waves & currents. Rain runoff

e Rainy day. Heavy rain is expected off & on
e Potential for flooding today. Be cautious

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Waves are small but currents are strong
¢ Bands of heavy rain are expected off & on
« Conditions will change quickly. Rainy day

South Shore (olowatu, Kihei, Wailea, Makena)
¢ Brown, murky water & strong currents

e Flooding is expected. Be extra cautious

e Rain all day. heavy rain at times. South wind",1.0,1.0,1.0
"Friday, February 24 2023","Northwest (Napili, Kapalua, Honolua)
e Inside Kapalua Bay if the rain stops
¢ Super strong winds & currents

« Scattered showers. Wind Advisory

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Black Rock all day. Kahekili best early

e Very strong afternoon winds

¢ Mostly sunny. Possible showers later

South Shore (olowatu, Kihei, Wailea, Makena)
« Kamaole Beaches & Makena Landing

¢ Increasing winds & wind waves

« Afternoon showers. Mostly sunny",6.0,75,4.0
"Saturday, February 4 2023","Northwest (Napili, Kapalua, Honolua)

e Stromy winds causing dangerous conditions
e Area inside Honolua may calm down later

e Rain is heavy at times... See details below

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Black Rock & Kahekili are good this AM

¢ Rain is nearby but it should stay dry this AM
« Increasing winds may affect the area later

South Shore (olowatu, Kihei, Wailea, Makena)

« Kam #1, Ulua & Makena Landing good early

« Strong winds later causing rough seas

e Sunny with increasing clouds this afternoon",9.9,6.0,1.5
"Vednesday, February 8 2023","Northwest (Napili, Kapalua, Honolua)

¢ Honolua and Kapalua Bay host calmest water
¢ Mostly sunny with strong winds

e Wind advisory has been issued!

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ South face of Black Rock looking good

¢ Sunny skies and strong winds

e Wind advisory issued, strong currents

South Shore (olowatu, Kihei, Wailea, Makena)

e¢ MM-14 and Charley young are most calm

« Strong winds, pm isolated rain, mostly sunny
e Wind advisory issued with waves in the zone",6.5,75,6.0
"Tuesday, February 21 2023","Northwest (Napili, Kapalua, Honolua)

* Kapalua Bay & Honolua are the calmest

Very rough seas outside of the bays
Strong winds. Sun mixed with showers

Ka'anapali (Black Rock, Kahekili-Airport Beach)
* Kahekili & Black Rock both excellent

* Wind may affect Kahekil later
¢ Sunshine likely for most of the day

Southside (olowatu, Kihei, Wailea Makena)
¢ Kamaole Beaches & Wailea are best

¢ Waves & wind a bit stronger today

e Sunny skies should prevail all day",7.0,8.0,6.0
"Moday, February 13 2023","Northwest (Napili, Kapalua, Honolua)

¢ Area inside Kapalua Bay has smaller waves
¢ Powerful currents & waves outside the bay
¢ Mostly sunny with showers at times. Windy

Ka'anapali (Black Rock, Kahekili-Airport Beach)
° Black Rock great all day. Kahekili good early

° Winds may get too strong for Kahekili
¢ Mostly sunny. Only a slight chance of showers

Southside (olowatu, Kihei, Wailea Makena)
¢ Kamaole Beaches are super calm early
¢ Increaing winds likely rough seas later
e¢ Sunny. Small chance of rain late today",8.0,8.5,5.0
"Tuesday, February 28 2023","Northwest (Napili, Kapalua, Honolua)

¢ Dangerous ocean conditions here!
¢ Powerful waves, currents & undertow!
¢ Partly sunny & scattered showers

' ie
Ka anapali (Black Rock, Kahekili-Airport Beach)

¢ Powerful waves & very strong currents
¢ Smaller waves close to south Black Rock
e¢ Mostly sunny, scattered showers, windy

Southside (Olowalu, Kihei, Wailea Makena)

¢ Kam 1,2,3, Ulua & Makena Landing best
¢ Slight chance may get rough later
¢ Sunshine & light winds expected",8.0,3.5,1.0
"Sunday, February 5 2023","Northwest (Napili, Kapalua, Honolua)

¢ Inside Kapalua Bay is the best chance

e Rain & waves - It’s best to wait for it to clear
« Scattered shower, strong wind & currents

Ka'anapali (Black Rock, Kahekili-Airport Beach)

¢ Kahekili & Black Rock are fantastic

¢ Only a slight chance of isolated showers

¢ Should be mostly sunny with favorable winds

South Shore (oiowatu, Kihei, Wailea, Makena)

e¢ MM-14, Kam 1, Ulua & Makena Landing good this
e Wind waves & currents likely this afternoon

e Mostly sunny. Increasing clouds later",70,8.0,4.0
"Saturday, February 25 2023","Northwest (Napili, Kapalua, Honolua)

¢ Kapalua Bay has the calmest water

« Stronger currents & waves outside bays
e Partly sunny. Super strong winds

Ka'anapali (Black Rock, Kahekili-Airport Beach)
¢ Kahekili good early. Black Rock all day

¢ PM winds causing stronger currents

« Mostly sunny. Slight chance of showers

South Shore (olowatu, Kihei, Wailea, Makena)
e Kam 1, 2, 3, Ulua & Wailea beach are best

¢ Light wind early. Strong wind later

« Mostly sunny for most of the day",7.0,75,4.0
"Sunday, February 12 2023","Northwest (Napili, Kapalua, Honolua)

¢ Inside Kapalua Bay has the smallest waves
« Scattered heavy rain & strong winds

¢ The sun is popping out from time to time

Ka'anapali (Black Rock, Kahekili-Airport Beach)

¢ South face of Black Rock has calm clear water
¢ Kahekili Beach may improve by mid-morning

¢ Isolater showers mixed with sunshine

South Shore (olowatu, Kihei, Wailea, Makena)

e Ulua & the Kamaole Beaches looking good

e Afternoon winds like causing rough seas

e Mostly sunny. Chance of scattered showers",6.0,7.0,4.5
